	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
9510	Ek Kahani Aisi Bhi Season 3 - The Horror Story	20	3.0	1.0	5939.2	100.0	1	0.0	2	10	130.0	1.1	5.0 and up
9513	Sai Baba - Sabka Malik Ek	29	4.9	42.0	38912.0	1000.0	1	0.0	1	43	186.0	1.4	4.0 and up
9514	Ek Vote	29	5.0	43.0	6348.8	500.0	1	0.0	1	43	386.0	1.1	4.0.3 and up
9515	Asha Ek Hope - ALS/ MND	21	5.0	2.0	11264.0	100.0	1	0.0	1	36	189.0	1.1.0	4.1 and up
9517	Airplane Pilot Car Transporter	20	4.1	182363.0	63488.0	10000000.0	1	0.0	1	29	124.0	2.1.8	4.1 and up
9519	Ek Kauwa Pyasa Tha	20	4.1	35.0	3174.4	50000.0	1	0.0	1	10	521.0	1.3.6	4.0 and up
9520	Train Racing Games 3D 2 Player	19	4.3	192374.0	57344.0	10000000.0	1	0.0	1	28	323.0	Varies with device	5.0 and up
9521	Video Maker with Photo and Music	24	4.3	4871.0	30720.0	1000000.0	1	0.0	1	39	254.0	1.0.2	4.1 and up
9522	SIM Card Info	27	4.1	4234.0	1945.6	1000000.0	1	0.0	1	41	187.0	5.3.9	4.0 and up
9523	Toilet Ek Prem Katha Songs Lyrics in Hindi	20	4.7	3.0	2048.0	1000.0	1	0.0	1	10	475.0	1.0	4.1 and up
9525	Sanu Ek Pal Chain Song Videos - RAID Movie Songs	20	4.9	11.0	4403.2	5000.0	1	0.0	1	10	265.0	1.2.8	4.0.3 and up
9526	Phogy 3D Camera	24	4.0	35725.0	10137.6	1000000.0	1	0.0	1	39	1386.0	1.40	4.0 and up
9527	Ek Qissa He Quran Se (Qurani Waqiyat)	20	5.0	4.0	2048.0	100.0	1	0.0	1	10	394.0	1.0	4.0 and up
9528	Lyrics of Ek Paheli Leela	20	5.0	4.0	2355.2	500.0	1	0.0	1	10	949.0	1.0	4.0 and up
9530	Exiled Kingdoms RPG	20	4.6	49210.0	101376.0	1000000.0	1	0.0	3	32	146.0	1.2.1107	4.1 and up
9531	Sabka Malik Ek Sai	22	4.2	17.0	5222.4	1000.0	1	0.0	2	37	2013.0	1.3	2.2 and up
9532	Voice Lock Screen	18	3.7	6667.0	2764.8	1000000.0	1	0.0	1	17	240.0	2.4.2	4.0 and up
9533	Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam	20	5.0	5.0	65536.0	100.0	1	0.0	1	10	313.0	1.1	4.4 and up
9534	Bus Driver 3D: Hill Station	20	4.3	31705.0	50176.0	5000000.0	1	0.0	1	29	387.0	1.7	4.1 and up
9535	Extreme Motorbike Jump 3D	20	4.0	94308.0	80896.0	10000000.0	1	0.0	1	29	703.0	4.2	2.3.3 and up
9536	el	20	4.3	32405.0	48128.0	1000000.0	1	0.0	1	20	1441.0	1.2.1	4.2 and up
9537	El Pollo Loco - Loco Rewards	13	4.0	848.0	25600.0	100000.0	1	0.0	1	13	278.0	2.1	4.1 and up
9538	El Chavo	20	4.0	751.0	50176.0	10000.0	0	0.99	1	20	1485.0	1.2.9	2.3 and up
9539	EL AL Flights	26	3.1	1563.0	36864.0	100000.0	1	0.0	1	40	188.0	4.3	4.2 and up
9540	DreamStream By EL AL	26	3.4	595.0	22528.0	100000.0	1	0.0	1	40	1045.0	3.4.20.6 / BuyDRM Labgency 4.8.22 / PED	4.0 and up
9541	Learn English with El Chavo.	20	4.2	6133.0	7168.0	100000.0	1	0.0	1	9	1154.0	6.2	2.3.3 and up
9542	Learn Math with el Chavo	20	4.2	840.0	61440.0	100000.0	1	0.0	1	9	153.0	1.1	4.1 and up
9543	El Nuevo Día	33	4.1	8011.0	13312.0	500000.0	1	0.0	3	46	168.0	4.11.2	4.1 and up
9546	El Laberinto del Demonio 3D	20	4.0	20421.0	31744.0	1000000.0	1	0.0	2	24	1196.0	1.5	2.3 and up
9548	Learn to code with el Chavo	20	3.9	5933.0	61440.0	1000000.0	1	0.0	1	33	246.0	2.6	4.1 and up
9549	El Falı	20	4.8	36968.0	16384.0	1000000.0	1	0.0	1	10	390.0	1.2.9	2.3 and up
9550	El Laberinto del Demonio 2	20	4.1	3654.0	25600.0	100000.0	1	0.0	2	24	593.0	1.0.1	4.0 and up
9551	TV Local El Salvador	20	4.3	323.0	3686.4	10000.0	1	0.0	1	10	204.0	1	4.0.3 and up
9552	Tigo Money El Salvador	12	4.3	4642.0	3584.0	100000.0	1	0.0	1	12	128.0	5.0.0	4.2 and up
9553	Hangman	20	4.4	23302.0	12288.0	5000000.0	1	0.0	1	24	249.0	1.0.6	4.0 and up
9555	El Dorado App	26	4.4	221.0	33792.0	10000.0	1	0.0	1	40	236.0	2.4	4.1 and up
9556	Adivina el cantante de Trap y Reggaeton	19	4.5	1914.0	24576.0	100000.0	1	0.0	1	31	152.0	3.6.7z	4.0.3 and up
9557	The translator	27	4.5	23805.0	4198.4	1000000.0	1	0.0	1	41	472.0	2.0.4	4.0.3 and up
9558	Fernanfloo	19	4.8	526595.0	50176.0	10000000.0	1	0.0	3	19	155.0	2.9	4.0.3 and up
9560	The dollar in mexico	12	4.5	4254.0	3276.8	100000.0	1	0.0	1	12	456.0	2.5	4.0 and up
9561	Real Madrid App	25	4.6	161423.0	74752.0	5000000.0	1	0.0	1	25	119.0	6.5.3	5.0 and up
9562	OWLIE BOO	20	4.6	834.0	22528.0	100000.0	1	0.0	1	0	258.0	1.8.11	4.0 and up
9563	Trazado de tuberia El Tubero	27	4.5	313.0	4505.6	10000.0	0	1.97	1	41	1340.0	4.1	1.5 and up
9566	The Game of Life	19	4.4	18652.0	64512.0	100000.0	0	2.99	1	30	147.0	2.1.2	4.4 and up
9568	The Holy Rosary	18	4.7	56197.0	15360.0	1000000.0	1	0.0	1	17	114.0	1.6.17	1.6 and up
9569	Western Union US - Send Money Transfers Quickly	12	4.5	80904.0	16384.0	5000000.0	1	0.0	1	12	146.0	5.7	4.1 and up
9570	Maps GPS Navigation & Directions Street View	34	4.2	207440.0	6553.6	10000000.0	1	0.0	1	47	128.0	7.0.3	4.0 and up
9571	Human Anatomy Atlas 2018: Complete 3D Human Body	21	4.5	2923.0	25600.0	100000.0	0	24.99	1	36	187.0	2018.5.47	5.0 and up
9573	Narcos: Cartel Wars	20	4.7	244797.0	53248.0	5000000.0	1	0.0	2	23	121.0	1.24.09	4.0.3 and up
9574	Get 'Em	19	4.1	7904.0	21504.0	500000.0	1	0.0	3	22	763.0	1.6.7	4.0.3 and up
9575	EM Launcher for EMUI	28	4.1	3175.0	2355.2	500000.0	1	0.0	1	42	236.0	1.0.6	4.1 and up
9577	Beach Shoot Em Up: Head Hunter	19	4.4	1218.0	15360.0	500000.0	1	0.0	3	22	267.0	1.0.9	2.3 and up
9578	Connect'Em	20	4.5	49381.0	6963.2	1000000.0	1	0.0	1	24	156.0	1.0.17	2.0 and up
9579	Stick 'Em Up 2 Starter Edition	19	3.8	2102.0	40960.0	100000.0	1	0.0	3	22	1174.0	1.1.3	4.0.3 and up
9580	Shoot`Em Down: Shooting game	19	3.9	7972.0	90112.0	500000.0	1	0.0	2	22	473.0	56	4.1 and up
9581	Texas Hold’em Poker + | Social	19	3.5	4416.0	60416.0	500000.0	1	0.0	2	48	679.0	2.1.7	4.0.3 and up
9583	EM Launcher Pro	28	4.2	35.0	24.0	1000.0	0	3.99	1	42	970.0	1.0	4.1 and up
9584	HAWK – Force of an Arcade Shooter. Shoot 'em up	19	4.6	190274.0	47104.0	5000000.0	1	0.0	1	19	142.0	Varies with device	4.1 and up
9585	Shoot Em Down Free	20	3.7	2850.0	39936.0	500000.0	1	0.0	1	24	292.0	23	2.3 and up
9586	Game for KIDS: KIDS match'em	20	4.4	7006.0	7065.6	1000000.0	1	0.0	1	9	766.0	1.17	2.3 and up
9587	Texas Hold'em Poker	19	3.6	12846.0	14336.0	1000000.0	1	0.0	2	48	334.0	3.3	4.1 and up
9588	Nuke Em All	20	3.4	2714.0	53248.0	500000.0	1	0.0	4	20	374.0	1.1.8	4.1 and up
9589	Poker Equity Calculator Pro for No Limit Hold'em	19	4.0	21.0	14336.0	5000.0	0	0.99	1	21	444.0	1.3	5.0 and up
9590	Poker Live! 3D Texas Hold'em	19	4.3	6143.0	37888.0	100000.0	1	0.0	2	48	126.0	Varies with device	4.0.3 and up
9592	Fun Texas Hold'em Poker	19	4.5	32831.0	24576.0	500000.0	1	0.0	2	48	565.0	17.05.11	4.0.3 and up
9593	Elevator Simulator Lift EM ALL	20	4.4	2941.0	28672.0	100000.0	1	0.0	2	29	120.0	2.4.1343-prod	4.0.3 and up
9595	Punch em	19	4.1	2208.0	4505.6	500000.0	1	0.0	1	19	188.0	2.0.8	4.1 and up
9596	Zynga Poker – Texas Holdem	19	4.4	1986068.0	53248.0	50000000.0	1	0.0	2	48	126.0	21.54	4.1 and up
9597	Boyaa Poker (En) – Social Texas Hold’em	19	4.3	71468.0	52224.0	1000000.0	1	0.0	2	21	169.0	5.8.0	4.1 and up
9598	World Series of Poker – WSOP Free Texas Holdem	19	4.5	910051.0	77824.0	10000000.0	1	0.0	2	21	118.0	5.11.0	4.1 and up
9599	Connect'Em Halloween	20	4.5	6673.0	4505.6	500000.0	1	0.0	1	24	796.0	1.0.7	2.0 and up
9601	Texas Holdem Poker Pro	19	4.5	114479.0	26624.0	5000000.0	1	0.0	2	21	343.0	4.7.0	3.0 and up
9602	Rage Fight of Streets - Beat Em Up Game	19	4.3	1489.0	68608.0	100000.0	1	0.0	2	22	199.0	Varies with device	4.1 and up
9603	HANGAME Casino - Baccarat & Texas Hold'em	19	4.1	8608.0	47104.0	500000.0	1	0.0	2	48	195.0	1.4.5	4.1 and up
9604	PokerStars Play: Free Texas Holdem Poker Game	19	4.6	14989.0	79872.0	500000.0	1	0.0	2	21	145.0	1.9.2	4.0.3 and up
9605	Yoong: Kick 'Em Up!	25	4.3	7107.0	33792.0	100000.0	1	0.0	1	25	1078.0	1.1.1	4.0.3 and up
9606	Texas Holdem Poker	19	4.0	127831.0	26624.0	10000000.0	1	0.0	2	21	343.0	4.7.0	3.0 and up
9610	LocaToWeb - Live GPS tracking	25	4.6	200.0	3072.0	1000.0	0	2.49	1	25	118.0	3.9.1	5.0 and up
9611	TRANSFORMERS: Forged to Fight	19	4.6	291941.0	92160.0	10000000.0	1	0.0	3	22	124.0	6.3.2	4.0.3 and up
9612	Texas Holdem & Omaha Poker: Pokerist	19	4.3	187200.0	28672.0	10000000.0	1	0.0	2	21	120.0	18.4.0	4.1 and up
9613	Governor of Poker 2 - OFFLINE POKER GAME	19	4.3	246538.0	61440.0	5000000.0	1	0.0	2	21	267.0	3.0.8	2.3 and up
9614	Squadron - Bullet Hell Shooter	19	4.2	177542.0	40960.0	10000000.0	1	0.0	1	19	940.0	1.0.7	2.3 and up
9615	Telemundo Deportes - En Vivo	25	4.5	36255.0	25600.0	1000000.0	1	0.0	1	25	119.0	5.10.5	4.1 and up
9616	Holy Knight EN	20	4.0	26202.0	41984.0	1000000.0	1	0.0	2	32	207.0	1.1.700	2.3 and up
9619	English in a Month Free	20	3.8	6577.0	13312.0	1000000.0	1	0.0	1	9	493.0	1.28	4.1 and up
9623	Learn Body Parts in English	20	4.0	7243.0	43008.0	1000000.0	1	0.0	1	9	722.0	5.13	2.3 and up
9624	ai.type keyboard Plus + Emoji	27	4.5	57076.0	35840.0	100000.0	0	4.49	1	41	127.0	Paid-9.4.1.3	4.1 and up
9625	Edmodo	20	4.1	200214.0	18432.0	10000000.0	1	0.0	1	9	114.0	9.12.6	4.0.3 and up
9626	Learn English Daily	20	4.5	7881.0	54272.0	500000.0	1	0.0	1	9	206.0	7.0	4.0 and up
9627	Orfox: Tor Browser for Android	7	4.2	44233.0	31744.0	10000000.0	1	0.0	1	7	149.0	Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1	4.0.3 and up
9628	NewsDog - Latest News Breaking News Local News	33	4.4	291901.0	4403.2	10000000.0	1	0.0	4	46	131.0	2.6.0	4.1 and up
9630	RightNow English Conversation	20	4.0	5118.0	11264.0	1000000.0	1	0.0	1	9	271.0	1.4.1	2.3 and up
9631	HTC Sense Input - EN	27	4.3	24175.0	8704.0	5000000.0	1	0.0	1	41	1125.0	1.0.612931	5.0 and up
9632	busuu: Learn Languages - Spanish English & More	20	4.3	207294.0	21504.0	10000000.0	1	0.0	3	9	119.0	13.9.0.161	5.0 and up
9634	Ginger Keyboard - Emoji GIFs Themes & Games	29	4.4	162831.0	44032.0	5000000.0	1	0.0	1	43	119.0	8.1.01	4.1 and up
9635	English Audio Books - Librivox	20	4.0	10773.0	10240.0	1000000.0	1	0.0	1	9	364.0	8.02	4.1 and up
9636	Learn Top 300 English Words	20	4.7	61600.0	3481.6	1000000.0	1	0.0	1	9	277.0	3.1	2.3 and up
9638	Chess Free	19	4.5	1375988.0	15360.0	50000000.0	1	0.0	1	30	174.0	2.72	4.1 and up
9639	Oxford Dictionary of English : Free	4	4.1	364452.0	7270.4	10000000.0	1	0.0	1	4	140.0	9.1.363	4.1 and up
9641	English to Hindi Dictionary	4	4.1	71328.0	11264.0	5000000.0	1	0.0	1	4	535.0	BlueOrange	4.0.3 and up
9642	EO.TRADE - Coin sale	12	4.3	95.0	1536.0	10000.0	1	0.0	1	12	176.0	0.3	4.0.3 and up
9643	EO Network	5	3.5	13.0	21504.0	1000.0	1	0.0	2	5	434.0	1.0.3	4.4 and up
9644	The EO Bar	15	4.7	416.0	34816.0	10000.0	0	6.99	1	14	149.0	1.3.7	4.1 and up
9646	EO Global	5	2.6	13.0	9113.6	1000.0	1	0.0	1	5	769.0	3.2	4.1 and up
9647	EO SouthAsia	5	4.2	8.0	19456.0	100.0	1	0.0	2	5	217.0	1.0.23	4.1 and up
9658	EO Bijbel Open	18	4.3	102.0	41984.0	10000.0	1	0.0	1	17	734.0	2.0.0	4.0.3 and up
9664	Masha and the Bear	20	4.4	15105.0	36864.0	1000000.0	1	0.0	1	9	170.0	3.1.8	4.3 and up
9665	Free games: Masha and the Bear	20	4.3	34514.0	61440.0	5000000.0	1	0.0	1	0	131.0	1.2.8	4.1 and up
9668	Masha and the Bear Child Games	20	4.1	288606.0	94208.0	10000000.0	1	0.0	1	0	204.0	2.7.4	4.0 and up
9670	Masha and Bear: Cooking Dash	20	4.3	151374.0	55296.0	10000000.0	1	0.0	1	0	176.0	1.2.7	4.1 and up
9671	Masha and the Bear: Evolution	20	4.5	2062.0	43008.0	500000.0	1	0.0	1	0	167.0	1.0.9	4.0 and up
9673	Masha and the Bear. Games for kids	20	4.6	6231.0	31744.0	1000000.0	1	0.0	1	0	138.0	2.6	4.0.3 and up
9674	Masha and The Bear Jam Day Match 3 games for kids	20	4.6	50060.0	100352.0	1000000.0	1	0.0	1	0	113.0	1.4.83	4.1 and up
9675	Where's My Water?	20	4.7	188740.0	70656.0	1000000.0	0	1.99	1	0	146.0	1.16.0	4.2 and up
9677	Frozen Free Fall	20	4.3	1574546.0	37888.0	50000000.0	1	0.0	1	0	124.0	6.7.0	4.2 and up
9678	Urban Car Simulator	20	4.2	23292.0	20480.0	1000000.0	1	0.0	1	29	435.0	1.4	2.3 and up
9679	Masha and the Bear: House Cleaning Games for Girls	20	4.5	43852.0	78848.0	10000000.0	1	0.0	1	0	132.0	1.9.10	4.1 and up
9680	Masha and The Bear Puzzle Game	20	4.3	13330.0	74752.0	1000000.0	1	0.0	1	0	188.0	2.0	4.1 and up
9681	Masha and the Bear. Educational Games	20	4.5	46369.0	33792.0	10000000.0	1	0.0	1	0	138.0	2.3	4.0.3 and up
9682	Bluetooth Pair	27	3.5	1960.0	2764.8	1000000.0	1	0.0	1	41	116.0	2.5	4.1 and up
9683	Sports Car Driving Simulator 2018	19	4.3	2178.0	58368.0	500000.0	1	0.0	1	28	245.0	1.1	4.1 and up
9684	Masha and the Bear: Good Night!	20	4.6	29155.0	84992.0	1000000.0	1	0.0	1	0	125.0	1.0.4	4.1 and up
9685	Masha and the Bear: Climb Racing and Car Games	20	4.5	2200.0	74752.0	1000000.0	1	0.0	1	0	128.0	1.1.0	4.1 and up
9687	Out There Chronicles - Ep. 1	20	4.4	1516.0	45056.0	50000.0	0	2.99	1	32	366.0	1.0.4	4.2 and up
9691	EP Spotter	20	3.4	9.0	28672.0	500.0	1	0.0	1	10	791.0	314007	4.3 and up
9692	EP Mobile	21	4.3	267.0	2355.2	50000.0	1	0.0	1	36	143.0	2.18	4.0 and up
9693	EP RSS Reader	7	3.8	4.0	892.0	100.0	1	0.0	1	7	135.0	0.99	4.0.3 and up
9694	Out There Chronicles - Ep. 2	20	4.5	144.0	71680.0	1000.0	0	2.99	2	32	306.0	1.0.0	4.2 and up
9698	EP Church Annapolis	18	5.0	2.0	9011.2	100.0	1	0.0	1	17	683.0	1.0	4.1 and up
9699	EP Horlogerie	18	4.9	18.0	24576.0	1000.0	1	0.0	1	17	245.0	4.0.2	4.0.3 and up
9702	EP Radio	20	5.0	3.0	154.0	50.0	1	0.0	1	10	247.0	1.0	3.0 and up
9705	The Great Wobo Escape Ep. 1	19	4.2	5449.0	20480.0	500000.0	1	0.0	3	22	806.0	1.0.3386	4.1 and up
9706	The Visitor: Ep.2 - Sleepover Slaughter	19	4.3	5731.0	31744.0	1000000.0	1	0.0	4	18	330.0	1.1.5	4.1 and up
9707	Superbrothers Sword & Sworcery	19	4.4	11023.0	16384.0	100000.0	0	3.99	2	18	306.0	1.0.20	2.3 and up
9708	EP Lab Digest	21	2.3	11.0	12288.0	500.0	1	0.0	1	36	139.0	1000000.6	4.1 and up
9709	EP Research Service	4	4.7	14.0	27648.0	1000.0	1	0.0	1	4	268.0	1.9	4.1 and up
9713	EP Kalkulator el. energije	27	4.4	13.0	1536.0	100.0	1	0.0	1	41	1377.0	4.0	4.0 and up
9714	The Great Wobo Escape Ep.1	20	4.3	11.0	20480.0	500.0	0	1.99	3	0	939.0	1.0.3289	4.1 and up
9715	The Visitor: Ep.1 - Kitty Cat Carnage	19	4.4	3017.0	39936.0	500000.0	1	0.0	4	18	330.0	1.3.7	4.3 and up
9717	Dr.Slender Ep 1 Guide (Eng)	19	4.0	454.0	27648.0	10000.0	1	0.0	2	19	1457.0	1.0	2.3 and up
9718	Decay: The Mare - Ep.1 (Trial)	19	3.6	5291.0	7372.8	100000.0	1	0.0	2	18	1649.0	2.0	2.2 and up
9720	What's Your Story?™ ft Charmed	20	4.1	39661.0	48128.0	1000000.0	1	0.0	2	32	118.0	1.10.4	5.0 and up
9721	EP Gem Hunter	19	4.6	79.0	31744.0	1000.0	1	0.0	3	22	1046.0	1.1.0	2.3 and up
9722	EP Chain Reaction	20	3.9	249.0	21504.0	10000.0	1	0.0	1	0	962.0	1.2.2	2.3 and up
9723	Gate Of Death Ep: 1	19	4.4	7.0	34816.0	100.0	1	0.0	1	18	782.0	1.1	2.3 and up
9725	Sonic 4™ Episode I	19	3.7	8014.0	37888.0	100000.0	0	2.99	1	19	968.0	1.5.0	2.2 and up
9726	Naruto Shippuden - Watch Free!	32	3.9	141515.0	5836.8	10000000.0	1	0.0	2	35	1680.0	0.6.0	2.3 and up
9728	Operate Now: Hospital	20	4.3	254861.0	53248.0	10000000.0	1	0.0	2	29	119.0	1.20.3	4.4 and up
9729	Multi Surgery ER Emergency Hospital : Doctor Game	20	4.1	227.0	70656.0	10000.0	1	0.0	2	33	160.0	1.2	4.0 and up
9730	ER Surgery Simulator	20	3.6	19601.0	57344.0	1000000.0	1	0.0	3	20	175.0	1.0.4	4.1 and up
9731	Dentist Surgery ER Emergency Doctor Hospital Games	20	3.5	2580.0	54272.0	100000.0	1	0.0	1	29	145.0	10	4.1 and up
9732	Eye Transplant : ER Emergency Hospital	20	3.9	1938.0	63488.0	1000000.0	1	0.0	2	33	187.0	1.6	4.1 and up
9733	Lifeguard Beach Rescue ER Emergency Hospital Games	20	3.9	519.0	77824.0	100000.0	1	0.0	1	29	113.0	12	4.1 and up
9734	Hospital ER Emergency Heart Surgery: Doctor Games	20	3.8	1652.0	72704.0	100000.0	1	0.0	1	29	140.0	10	4.1 and up
9735	Superhero Doctor 2 -ER Surgery	20	4.0	39647.0	73728.0	10000000.0	1	0.0	3	20	424.0	1.7	4.0.3 and up
9737	Noot-Noot-er!	20	4.5	74.0	2867.2	5000.0	1	0.0	1	10	371.0	2.0	4.0.3 and up
9738	Doctor X - ER On Wheels	20	3.6	12781.0	52224.0	1000000.0	1	0.0	1	0	175.0	1.0.9	4.1 and up
9739	Foot Surgery Hospital Simulator: ER Doctor Games	20	3.9	314.0	28672.0	100000.0	1	0.0	1	20	317.0	1.1	5.1 and up
9740	ER Heart Surgery - Emergency Simulator Game	20	4.3	429.0	40960.0	100000.0	1	0.0	1	33	132.0	2.0	4.1 and up
9741	Pregnant Mom ER Emergency Doctor Hospital Games	20	4.0	325.0	27648.0	50000.0	1	0.0	1	33	169.0	1.2	4.1 and up
9743	Plastic Surgery Surgeon Simulator Er Doctor Games	20	3.7	3482.0	37888.0	500000.0	1	0.0	1	20	113.0	1.6	4.4 and up
9744	Shoulder Surgery ER Emergency Doctor Game	20	3.9	55.0	47104.0	10000.0	1	0.0	2	33	386.0	1.0.1	4.0 and up
9745	Superhero Doctor 3 ER Surgery	20	4.2	2801.0	51200.0	500000.0	1	0.0	1	20	616.0	1.0	4.0.3 and up
9746	Mom Doctor ER Emergency Family Game	20	3.5	173.0	50176.0	10000.0	1	0.0	1	33	306.0	1.0.0	4.1 and up
9747	ER Blood Draw Doctor & Surgeon	20	4.0	154.0	59392.0	50000.0	1	0.0	2	33	168.0	1.8	4.0.3 and up
9748	ER Emergency Hospital - Brain Knee Eye Surgery	20	3.8	25.0	41984.0	1000.0	1	0.0	2	33	495.0	1.1	2.3 and up
9749	Super Doctor 1-Pregnant Mom ER Surgery Simulator	20	4.1	290.0	74752.0	10000.0	1	0.0	2	32	189.0	1.0	4.3 and up
9750	Multi Surgery Hospital Pro: Virtual Doctor ER Game	20	4.2	23.0	33792.0	1000.0	1	0.0	2	20	239.0	1.0	4.1 and up
9751	Clumsy Santa ER Surgery	20	4.1	214.0	47104.0	100000.0	1	0.0	2	20	706.0	1.0	4.0.3 and up
9752	Little Eye Surgery Simulator - ER Doctor Game	20	4.4	12.0	19456.0	1000.0	1	0.0	2	20	222.0	1.0	2.3 and up
9753	Spinal Cord Surgery Doctor: Operation ER surgery	20	3.7	52.0	32768.0	10000.0	1	0.0	3	32	275.0	1.0	4.1 and up
9755	Super Doctor 2 - My Newborn Baby ER Injection	20	4.7	54.0	94208.0	1000.0	1	0.0	2	32	156.0	1.0	4.3 and up
9756	Virtual Brain Surgery Simulator : Kid ER Emergency	20	3.8	20.0	56320.0	5000.0	1	0.0	2	33	278.0	1.1	4.0 and up
9757	Crazy ER Open Heart Surgery Simulator	20	4.0	2936.0	46080.0	500000.0	1	0.0	1	29	398.0	1.5	4.0 and up
9758	ER Injection Simulator: Blood Test Doctor Hospital	20	4.2	3263.0	48128.0	1000000.0	1	0.0	3	32	183.0	2.6.4	4.1 and up
9759	Kids Doctor ER Emergency Rescue Kids Hospital Game	20	3.8	515.0	87040.0	100000.0	1	0.0	1	29	131.0	7	4.1 and up
9760	Heart Surgery Doctor - ER Emergency Game	20	3.9	2510.0	49152.0	500000.0	1	0.0	3	33	132.0	2.1	4.1 and up
9761	Virtual Mom Surgery Doctor : ER Emergency Hospital	20	4.0	1130.0	78848.0	100000.0	1	0.0	2	33	197.0	1.4	4.0 and up
9762	ER Doctor Kids Emergency Room	20	3.1	4798.0	30720.0	500000.0	1	0.0	2	20	168.0	1.9	4.0.3 and up
9763	ER Assist	29	5.0	3.0	28672.0	10.0	1	0.0	1	43	722.0	0.1.7	4.1 and up
9764	Blood Injection : ER Emergency Doctor ER injection	20	3.5	246.0	35840.0	50000.0	1	0.0	2	20	796.0	1.0	2.3 and up
9765	Lead'er	12	4.1	54.0	5939.2	5000.0	1	0.0	1	12	253.0	1.5	4.0 and up
9766	Doctor Games For Girls - Hospital ER	20	4.5	51.0	39936.0	5000.0	1	0.0	1	20	226.0	2.1	4.1 and up
9767	Open Heart Surgery Hospital ER: Crazy Doctor Sim	20	4.7	7.0	25600.0	1000.0	1	0.0	2	20	237.0	1.0	4.1 and up
9768	Hand Doctor Games ER Surgery Simulator	20	4.1	120.0	32768.0	10000.0	1	0.0	1	20	260.0	2.0	4.1 and up
9770	ER Doctor City Emergency - Surgery City Doc FREE	20	3.9	1909.0	86016.0	100000.0	1	0.0	2	33	168.0	2.1	4.0.3 and up
9771	ER Hospital Simulator	20	4.0	286.0	61440.0	100000.0	1	0.0	1	29	153.0	4.0	4.0.3 and up
9772	DMC ER Now	21	4.3	6.0	5427.2	1000.0	1	0.0	1	36	622.0	1.4	2.3 and up
9773	Nose Surgery ER Simulator Lite	20	3.1	269.0	39936.0	50000.0	1	0.0	2	33	543.0	1.0	4.0 and up
9775	Cardinal Glennon ER Reference	21	4.2	19.0	20480.0	1000.0	1	0.0	3	36	433.0	1.8.3	4.1 and up
9776	The NBC App - Watch Live TV and Full Episodes	20	4.1	58104.0	17408.0	5000000.0	1	0.0	2	10	146.0	4.18.1	4.1 and up
9778	Fill 'er Up	26	3.2	58.0	18.0	5000.0	1	0.0	1	40	639.0	1.1	1.6 and up
9780	Ankle Surgery ER Emergency	20	3.3	10449.0	29696.0	1000000.0	1	0.0	2	33	726.0	1.7	2.3 and up
9782	ES File Explorer/Manager PRO	29	4.7	81614.0	6758.4	500000.0	0	2.99	1	43	140.0	Pro 1.1.4.1	4.0 and up
9783	ES Task Manager (Task Killer )	5	4.3	171771.0	3276.8	10000000.0	1	0.0	1	5	317.0	2.0.6.4	2.1 and up
9784	ES Audio Player ( Shortcut )	32	4.2	1236.0	33.0	100000.0	1	0.0	1	35	1960.0	1.1	2.2 and up
9785	ES Disk Analyzer - Storage Space	29	4.7	5867.0	4505.6	100000.0	1	0.0	1	43	393.0	1.0.2.9	4.0 and up
9786	ES App Locker	27	4.3	32207.0	3481.6	1000000.0	1	0.0	1	41	469.0	1.1.8.2	2.1 and up
9787	ES Chromecast plugin	17	4.2	23859.0	860.0	1000000.0	1	0.0	1	16	1491.0	1.0	4.0 and up
9788	ES Material Theme for Pro	29	4.2	14428.0	1228.8	1000000.0	1	0.0	1	43	1091.0	2.0.3	2.2 and up
9789	ES Holo Theme for Pro	29	4.2	4737.0	1740.8	500000.0	1	0.0	1	43	1098.0	2.0.3	2.0 and up
9790	ES File Explorer	27	4.1	278.0	2867.2	100000.0	1	0.0	1	41	149.0	3.1.5	4.0 and up
9791	ES Dark Theme for free	27	4.2	7851.0	364.0	1000000.0	1	0.0	1	41	463.0	2.0.7	4.0 and up
9792	ES Classic Theme	27	4.3	20865.0	2252.8	1000000.0	1	0.0	1	41	1125.0	2.0.3	2.1 and up
9793	ES Themes -- Classic Theme	28	4.4	77609.0	1945.6	1000000.0	1	0.0	1	42	1314.0	1.14	1.6 and up
9794	ES Holo Theme	27	4.3	11449.0	1740.8	500000.0	1	0.0	1	41	1030.0	2.0.4	2.0 and up
9795	ES File Explorer & Manager Locker Xplorer 2018	27	3.5	11.0	3072.0	1000.0	1	0.0	1	41	256.0	1.2	4.2 and up
9796	ES Summer Chill Theme for Free	27	4.3	940.0	387.0	100000.0	1	0.0	1	41	461.0	2.0.7	4.0 and up
9797	Furrion ES Control	32	1.8	26.0	2764.8	5000.0	1	0.0	1	35	790.0	1.0	4.2 and up
9798	OpenGL ES Extensions - The OpenGL Utility	27	4.2	513.0	2048.0	50000.0	1	0.0	1	41	206.0	5.0.5	4.0 and up
9799	File Ex - ES File Explorer	27	4.2	24.0	5120.0	1000.0	1	0.0	1	41	336.0	1.1.6	4.2 and up
